Uid1	Uid2	P2_MSA_depth	P1_MSA_depth	paired_MSA_depth
Q12906	Q6DP93	214	2047	0
Q12906	Q6QT26	188	2047	0
Q12906	Q6VE52	183	2047	0
Q12906	Q9E7P0	2047	2047	15
P10205	Q12926	2047	56	0
P10228	Q12926	2047	86	3
Q12929	Q9WC28	1338	2047	14
P24835	Q12931	2047	682	2
F5HEZ4	Q12933	2047	495	406
P03129	Q12933	2047	324	0
P03188	Q12933	2047	405	7
P03230	Q12933	2047	183	0
P03346	Q12933	2047	2047	793
P03428	Q12933	2047	715	0
P03508	Q12933	2047	79	0
P06429	Q12933	2047	422	0
P06430	Q12933	2047	433	0
P06788	Q12933	2047	244	0
P0C723	Q12933	2047	27	0
P0C763	Q12933	2047	630	7
P10230	Q12933	2047	76	0
Q12933	Q1HVB3	276	2047	4
Q12933	Q20MC6	679	2047	0
Q12933	Q20MD1	103	2047	0
Q12933	Q80908	459	2047	0
Q12933	Q98325	1025	2047	852
P36801	Q12948	2047	1107	1
P03126	Q12959	2047	1134	2
P06463	Q12959	2047	1139	3
P04492	Q12981	2047	103	0
P03247	Q12983	1006	59	0
P03466	Q12983	1006	233	0
P04492	Q12983	1006	55	0
P36710	Q12983	1006	83	0
Q12983	Q1K9H2	232	1006	0
Q12983	Q9WMX2	2047	1006	0
P03126	Q12986	2047	675	2
P59634	Q13009	2047	59	0
Q13015	Q2Q067	194	498	181
P24835	Q13045	2047	682	2
E7BBT6	Q13049	2047	338	0
P03129	Q13049	2047	324	0
P04608	Q13049	2047	2047	0
P06429	Q13049	2047	422	0
P06430	Q13049	2047	433	0
P06788	Q13049	2047	244	0
Q13049	Q80908	459	2047	0
P03363	Q13064	2047	2047	405
P0C763	Q13064	2047	402	5
P03227	Q13077	2047	150	2
P03230	Q13077	2047	190	0
P03428	Q13077	2047	715	0
P03466	Q13077	2047	233	0
P03508	Q13077	2047	79	0
P0C6Z1	Q13077	2047	1299	3
P0C6Z9	Q13077	2047	112	0
P0C763	Q13077	2047	626	3
P0CK48	Q13077	2047	126	1
Q13077	Q1HVB3	223	2047	4
Q13077	Q20MC6	715	2047	0
Q13077	Q20MD1	103	2047	0
Q13077	Q98325	1038	2047	889
P06929	Q13084	997	637	0
F5CGQ0	Q13105	2047	184	0
Q0A2H0	Q13105	2047	183	0
Q13105	Q2PJP0	185	2047	0
Q13105	Q2PJP1	70	2047	0
Q13105	Q6DP93	188	2047	0
Q13105	Q6DPA0	66	2047	0
Q13105	Q6VE52	183	2047	0
Q13105	Q88489	2047	2047	9
Q13105	R9WKI0	80	2047	0
H9XIJ5	Q13111	2047	672	0
Q13111	Q1K9H5	871	2047	0
Q13111	Q1K9H6	715	2047	0
P03129	Q13114	2047	758	0
P03230	Q13114	2047	190	0
Q13114	Q1HVB3	223	2047	4
Q13114	Q98325	1026	2047	853
P03129	Q13123	1976	324	0
P03428	Q13123	1976	672	0
P36791	Q13123	2047	1675	1
P36817	Q13123	1976	436	0
Q13123	Q8JSN5	651	1976	0
Q13123	Q8JSN6	672	1976	0
Q13123	Q8JSN8	871	1976	0
P03496	Q13126	2047	206	1
O41947	Q13127	2047	68	0
P06932	Q13131	2047	455	0
A0A097PIH4	Q13137	1293	2047	3
O09234	Q13137	1293	2047	3
O41947	Q13137	1293	68	0
P03317	Q13137	1453	2047	258
P04295	Q13137	1294	205	5
P10218	Q13137	1293	50	0
Q13137	Q1H8W6	2047	1293	1
Q13137	Q1HVD3	34	1293	0
P03129	Q13148	2047	324	0
Q13148	Q9WMX2	2047	2047	0
Q13151	Q1HVI8	49	2047	1
P04601	Q13153	2047	2047	0
A6YJF2	Q13155	614	78	0
P03126	Q13155	615	674	1
P03508	Q13155	614	79	0
Q0A2H1	Q13155	614	78	0
Q13155	Q20MD1	76	614	0
Q13155	Q20MH4	79	614	0
Q13155	Q2PJP1	70	614	0
Q13155	Q6DP94	66	614	0
Q13155	R9WKI0	80	614	0
P03126	Q13158	1789	674	1
Q13158	Q98325	1003	2047	832
P14357	Q13162	2047	35	0
Q13163	Q6J8G2	1502	2047	31
Q13163	Q9WC28	1340	2047	17
P25214	Q13164	2047	57	1
Q13164	Q1HVD6	58	2047	1
P04020	Q13177	2047	324	0
P04601	Q13177	2047	2047	0
P06429	Q13177	2047	422	0
P03086	Q13185	2047	12	0
P03211	Q13185	2047	405	14
Q13185	Q69022	40	2047	0
P03496	Q13190	2047	205	0
Q13200	Q1HVI8	20	2047	1
P03120	Q13227	508	1337	1
P03122	Q13227	727	1831	1
P03126	Q13227	727	1134	2
P04019	Q13227	727	1134	1
P06422	Q13227	727	1702	1
P06423	Q13227	508	1497	1
P06462	Q13227	508	635	1
P06463	Q13227	508	682	3
P06921	Q13227	508	1534	1
P06929	Q13227	508	638	1
P06930	Q13227	508	623	1
P11158	Q13227	929	2047	714
P14079	Q13227	726	106	0
P17367	Q13227	761	2047	55
P24830	Q13227	508	1325	1
P36778	Q13227	508	1178	1
P36780	Q13227	508	1546	1
Q0A2H1	Q13227	726	105	0
Q13227	Q20MH4	79	507	0
Q13227	Q2PJP0	185	507	0
Q13227	Q2PJP1	70	507	0
Q13227	Q6DP93	188	507	0
Q13227	Q6DP94	66	507	0
Q13227	R9WKI0	80	507	0
P14335	Q13232	2047	2047	38
Q13232	Q5ERI7	2047	2047	38
Q13232	Q9E7P0	2047	2047	37
P19811	Q13242	2047	859	0
P24835	Q13242	2047	682	2
Q13257	Q6J8G2	2047	2047	16
Q13257	Q9WC28	2047	2047	12
A0A0C7TBS6	Q13263	2047	127	0
P06423	Q13263	2047	1988	2
P06429	Q13263	2047	422	0
P06430	Q13263	2047	870	0
P06929	Q13263	2047	1100	1
P36799	Q13263	2047	651	2
P36817	Q13263	2047	436	0
Q13263	Q8JSN5	651	2047	0
H9XIJ5	Q13287	1192	672	0
P03120	Q13287	1192	1336	0
P04015	Q13287	1192	1354	0
P06422	Q13287	2047	1701	0
P06423	Q13287	2047	1986	0
P06921	Q13287	2047	1881	0
P24830	Q13287	2047	1677	0
P36778	Q13287	2047	1524	0
P36780	Q13287	1192	1545	0
P59634	Q13287	1192	56	0
Q13287	Q1K9H5	1651	2047	0
Q13287	Q1K9H6	715	2047	0
Q13287	Q77UU1	1287	1192	0
Q13291	Q786F2	120	2047	0
Q13291	Q9PX39	95	2047	1
P06422	Q13309	2047	1554	1
P36780	Q13309	2047	1546	1
P03433	Q13315	2047	695	0
P03246	Q13323	451	403	343
P04492	Q13323	456	403	348
P0C6Z1	Q13323	132	1299	0
P36710	Q13323	428	403	320
P03129	Q13347	2047	758	0
P03433	Q13362	2047	647	0
P03254	Q13363	2047	181	0
P10186	Q13363	2047	2047	1023
Q13363	Q69138	44	2047	0
Q13363	Q69140	816	2047	79
P08393	Q13404	2047	777	440
Q13416	Q1HVF7	2047	2047	438
P29996	Q13421	1600	574	0
P03317	Q13422	2047	2047	224
P08411	Q13422	2047	920	4
Q13422	Q1H8W6	2047	2047	0
P03126	Q13424	2047	675	2
P06463	Q13424	2047	1139	3
P03126	Q13425	2047	1133	1
P06463	Q13425	2047	681	2
P03129	Q13427	2047	324	0
P06430	Q13427	2047	433	0
P36817	Q13427	2047	436	0
Q13427	Q805H7	37	2047	0
P06788	Q13432	1252	244	0
P10204	Q13432	1252	25	0
P03070	Q13433	2047	532	17
A0A288CFT1	Q13435	2047	1618	0
Q13435	Q1HVI8	20	2047	1
A0A097PIH4	Q13438	2047	2047	15
O09234	Q13438	2047	2047	14
P27915	Q13438	2047	2047	15
P36827	Q13438	2047	248	0
Q13438	Q58HT7	2047	2047	14
P03087	Q13445	2047	292	0
Q13449	Q9WC28	1337	2047	0
P29996	Q13454	1812	574	0
P04608	Q13469	2047	2047	0
P03126	Q13478	2047	675	2
P03129	Q13478	2047	324	0
P03126	Q13485	2047	675	2
P04608	Q13485	2047	2047	0
P06428	Q13488	2047	633	2
A0A097PIH4	Q13490	2047	2047	66
O09234	Q13490	2047	2047	65
P27915	Q13490	2047	2047	66
Q13490	Q58HT7	2047	2047	65
P03129	Q13501	2047	324	0
Q13501	Q1K9H6	672	2047	0
Q13501	Q88489	2047	2047	17
Q13501	Q89933	229	2047	0
Q13501	Q8JSN8	871	2047	0
P18095	Q13523	2047	2047	0
Q13526	Q69027	947	2047	2
Q13536	Q6J8G2	1493	65	0
Q13536	Q9WC28	1337	65	0
P03230	Q13546	2047	190	0
P06428	Q13546	2047	632	1
P03129	Q13547	2047	324	0
P03204	Q13547	2047	815	149
P03244	Q13547	2047	319	0
P14079	Q13547	2047	61	0
P17387	Q13547	2047	372	0
Q13547	Q64770	12	2047	0
Q13554	Q9E7P0	2047	2047	14
A6YJF2	Q13561	1262	78	0
P59632	Q13561	1262	469	0
P59633	Q13561	1262	2	0
P59634	Q13561	1262	56	0
Q0A2H1	Q13561	2047	105	0
Q13561	Q20MH4	79	1262	0
Q13561	Q20P38	67	1262	0
Q13561	Q2PJP1	107	2047	0
Q13561	Q3SBS5	111	2047	0
Q13561	Q6DP94	103	2047	0
Q13561	Q6DPA0	102	2047	0
Q13561	R9WKI0	104	2047	0
P06427	Q13572	2047	654	1
P06788	Q13572	2047	691	0
P36817	Q13572	2047	436	0
P03129	Q13573	2047	324	0
Q13573	Q20MH3	183	2047	0
P0C6Z8	Q13576	2047	53	0
P89653	Q13576	2047	7	1
Q13576	Q1HVI8	20	2047	0
A0A288CFT1	Q13616	2047	1825	0
P03129	Q13616	2047	758	0
P03129	Q13617	2047	758	0
A0A288CFT1	Q13619	2047	1825	0
P06428	Q13630	2047	1093	1
K9UT94	Q13643	2047	6	0
F5HC71	Q13651	806	513	405
P0C6Z6	Q13651	2047	1547	736
P06463	Q13751	2047	682	3
Q13751	Q3ZK64	99	2047	0
P11158	Q13753	2047	2047	1023
Q13761	Q8JSN8	871	2047	0
P06463	Q13769	1763	682	3
P24356	Q13794	479	338	306
P06422	Q13813	2047	1554	1
P06423	Q13813	2047	1498	2
P89653	Q13813	2047	7	2
E7BBT6	Q13829	2047	783	0
P03129	Q13829	2047	324	0
P06429	Q13829	2047	862	0
P06430	Q13829	2047	433	0
P06788	Q13829	2047	244	0
Q13829	Q80908	459	2047	0
P03466	Q13838	2047	233	0
P06930	Q13838	2047	624	2
P03126	Q13884	2047	674	1
P06463	Q13884	2047	681	2
P14079	Q13884	2047	61	0
P03129	Q13885	2047	324	0
Q13885	Q6J8G2	1502	2047	31
Q13885	Q9WC28	1340	2047	17
A0A291B3W0	Q13888	2047	58	0
P04608	Q13889	2047	2047	0
P03070	Q13895	2047	2047	6
P03129	Q13895	2047	324	0
P06429	Q13895	2047	422	0
P06932	Q13895	2047	455	0
P06428	Q13901	1454	631	0
P06422	Q13950	2047	1554	1
P06423	Q13950	2047	1498	2
P06921	Q13950	2047	1535	2
P24830	Q13950	2047	1325	1
P36780	Q13950	2047	1546	1
Q14011	Q9WC28	1340	2047	14
Q14019	Q8JSN8	871	987	0
P06428	Q14088	2047	632	1
P36801	Q14103	2047	642	1
Q14103	Q1HVI8	20	2047	1
P06430	Q14106	2047	433	0
P03087	Q14108	2047	292	0
P36801	Q14116	252	641	0
Q14116	Q6TUZ6	274	486	249
P06428	Q14118	2047	632	1
H9XIJ5	Q14134	2047	672	0
P24830	Q14134	2047	1324	0
P17367	Q14141	2047	289	176
P03114	Q14145	2047	1508	3
P17382	Q14145	2047	1237	3
O41964	Q14152	2047	33	0
F5CGQ0	Q14160	2047	184	0
P03126	Q14160	2047	675	2
P06463	Q14160	2047	682	3
Q0A2H0	Q14160	2047	183	0
Q14160	Q20MH3	183	2047	0
Q14160	Q2PJP0	185	2047	0
Q14160	Q6DP93	188	2047	0
Q14160	Q6QT26	188	2047	0
Q14160	Q6VE52	183	2047	0
P36817	Q14181	2047	436	0
P03129	Q14186	1946	324	0
P03129	Q14188	2047	758	0
P36801	Q14188	2047	1107	1
H8Y6L2	Q14192	2047	2047	18
P06465	Q14192	2047	518	0
P36817	Q14192	2047	436	0
H9XIJ5	Q14203	2047	715	0
O41964	Q14203	2047	33	0
P06463	Q14203	2047	682	3
P10193	Q14203	2047	425	17
P88996	Q14203	2047	29	0
Q14203	Q8JSN5	651	2047	0
Q14203	Q8JSN6	672	2047	0
Q14203	Q8JSN8	871	2047	0
P03129	Q14209	2047	324	0
A5Z256	Q14210	2028	700	0
P10225	Q14240	2047	80	0
P36817	Q14240	2047	436	0
Q14240	Q6J8G2	1502	2047	30
Q14240	Q82630	68	2047	15
Q14240	Q8JSN5	701	2047	0
Q14240	Q8JSN8	871	2047	0
Q14240	Q9WC28	2047	2047	18
P03129	Q14244	2047	324	0
P03129	Q14247	2047	758	0
P03126	Q14257	2047	675	2
P06931	Q14257	2047	120	1
Q14257	Q1HVI8	20	2047	1
P03496	Q14258	2047	184	0
P06422	Q14289	2047	1554	1
P06423	Q14289	2047	1498	2
P06921	Q14289	2047	1535	2
P24830	Q14289	2047	1325	1
P36778	Q14289	2047	1178	1
P36780	Q14289	2047	1546	1
Q14315	Q1HVI8	49	2047	0
P06788	Q14376	2047	244	0
P36313	Q14457	2047	505	254
P89653	Q14457	2047	5	2
P03087	Q14507	950	428	0
P14079	Q14511	2047	61	0
P36799	Q14511	2047	651	2
P06428	Q14512	813	631	0
P10204	Q14512	813	25	0
P10218	Q14525	2047	50	0
P06422	Q14533	2047	1702	1
P06921	Q14533	2047	1535	2
P24835	Q14533	2047	682	2
P36778	Q14533	2047	1525	1
P36780	Q14533	2047	1546	1
P36791	Q14533	2047	1675	1
P0C6Z9	Q14566	2047	32	0
Q14566	Q89268	652	2047	41
P10205	Q14576	2047	56	0
P10228	Q14576	2047	86	3
P32888	Q14576	2047	64	0
Q14596	Q8JSN8	871	2047	0
F5HF68	Q14653	2047	1525	1023
P03126	Q14653	2047	674	1
Q14653	Q89933	229	2047	0
P06429	Q14683	2047	422	0
Q14686	Q69027	947	978	1
Q14689	Q8JSN8	871	2047	0
P03126	Q14696	2047	1132	0
P06427	Q14696	2047	1115	0
P06429	Q14696	711	422	0
P36799	Q14696	711	649	0
P03129	Q14703	2047	324	0
P06465	Q14703	2047	518	0
P36827	Q14703	2047	248	0
H9XIJ5	Q14728	2047	674	2
H9XIJ5	Q14764	1675	672	0
Q14764	Q1K9H6	672	1675	0
A0A097PIH4	Q14789	2047	2047	0
O09234	Q14789	2047	2047	0
O41957	Q14789	2047	38	0
O41970	Q14789	2047	76	0
P88980	Q14789	2047	55	0
P88986	Q14789	2047	25	0
Q14789	Q6J8G2	1493	2047	0
Q14789	Q9WC28	1337	2047	0
F5HEZ4	Q14790	2047	497	409
P03120	Q14790	2047	1337	1
P04015	Q14790	2047	1855	1
P06422	Q14790	2047	1554	1
P06423	Q14790	2047	1498	2
P06921	Q14790	2047	1535	2
P07385	Q14790	2047	2047	1023
P08160	Q14790	2047	37	0
P24830	Q14790	2047	1325	1
P36778	Q14790	2047	1525	1
P36780	Q14790	2047	1897	1
Q14790	Q66674	1589	2047	406
Q14790	Q77UU1	1288	2047	1
Q14790	Q98325	1029	2047	858
Q147U7	Q2KRY7	367	475	331
P04618	Q14807	2047	2047	0
Q14807	Q8JSN5	651	2047	0
P03129	Q14839	2047	324	0
A0A097PIH4	Q14872	2047	2047	9
O09234	Q14872	2047	2047	8
O41947	Q14966	2047	95	0
A0A220NMU2	Q14974	2047	2047	2
A0A2Z5X739	Q14974	2047	1631	3
P03101	Q14974	2047	1603	2
P03107	Q14974	2047	1405	2
P03126	Q14974	2047	1134	2
P04618	Q14974	2047	2047	0
Q14974	Q9WMX2	2047	2047	0
P03129	Q14978	2047	324	0
P03129	Q14980	1100	324	0
P88996	Q14980	1100	29	0
Q14CM0	Q2KRY7	36	2047	0
P06428	Q14D33	769	631	0
P06428	Q15003	2047	632	1
P29996	Q15005	2047	671	0
P88995	Q15005	1150	29	0
P10240	Q15007	973	20	0
P24835	Q15014	2047	682	2
P03129	Q15022	1776	324	0
P06427	Q15022	2047	1116	1
P06429	Q15022	1776	422	0
P06430	Q15022	2047	870	0
P06465	Q15022	1776	518	0
P06929	Q15022	2047	1100	1
P06932	Q15022	1776	455	0
P36799	Q15022	1778	651	2
P36817	Q15022	1776	436	0
Q15022	Q9QLP4	359	1776	0
O41969	Q15025	892	151	1
P04601	Q15025	891	2047	0
Q15025	Q9E7P0	2047	891	0
P06429	Q15038	803	862	0
P06788	Q15038	803	691	0
P06930	Q15038	803	1086	1
P36817	Q15038	803	861	0
P36827	Q15038	444	248	0
Q15038	Q1K9H5	871	444	0
Q15038	Q2Q067	13	803	0
Q15038	Q6J8G2	1493	447	8
Q15038	Q8JSN5	651	444	0
Q15038	Q8JSN8	871	444	0
Q15038	Q9WC28	1337	447	7
A0A288CFT1	Q15046	2047	1618	0
P04591	Q15046	2047	2047	1
P10225	Q15056	2047	1983	0
Q15078	Q8JSN5	651	822	0
P23372	Q15084	2047	31	0
P03317	Q15119	2047	2047	439
P08411	Q15119	2047	927	30
Q15119	Q1H8W6	2047	2047	78
P06428	Q15125	2047	631	0
Q15170	Q8JSN8	871	165	0
O41958	Q15172	2047	34	0
P03129	Q15208	2047	324	0
P06930	Q15223	2047	623	1
P24830	Q15223	2047	1325	1
P29996	Q15223	2047	574	0
Q15223	Q69091	106	2047	0
P10230	Q15233	2047	76	0
Q15233	Q1HVI8	20	2047	1
Q15287	Q2Q067	16	2047	0
Q15293	Q1HVI8	20	2047	1
Q15293	Q89268	651	2047	37
P03211	Q15326	2047	248	10
Q15326	Q1HVB3	275	2047	4
Q15326	Q69022	40	2047	0
P03129	Q15329	2047	324	0
P06788	Q15361	1142	244	0
P36817	Q15361	1142	436	0
A5Z256	Q15365	2047	651	0
O41951	Q15365	2047	54	0
P03120	Q15365	2047	1337	1
P06422	Q15365	2047	1554	1
P06423	Q15365	2047	1498	2
P06428	Q15365	2047	632	1
P06921	Q15365	2047	1535	2
P06930	Q15365	2047	623	1
P24835	Q15365	2047	682	2
P36778	Q15365	2047	1178	1
P36780	Q15365	2047	1546	1
Q15365	Q1I2B2	648	2047	0
Q15365	Q2Q067	16	2047	0
Q15365	Q6J8G2	1497	2047	24
Q15365	Q8JSN5	651	2047	0
Q15365	Q8JSN6	672	2047	0
Q15365	Q8JSN8	871	2047	0
Q15365	Q9WC28	1338	2047	15
O41951	Q15366	2047	54	0
P03129	Q15366	2047	324	0
Q15366	Q1HVI8	49	2047	1
P06428	Q15369	2047	1093	1
P69722	Q15369	2047	2047	0
P06477	Q15382	2047	60	0
P29996	Q15391	2047	574	0
P03383	Q15398	2047	1441	585
P14075	Q15398	2047	1416	590
Q15415	Q1HVH2	50	2047	0
P06491	Q15427	2047	139	1
P10201	Q15427	2047	66	0
P10230	Q15427	2047	76	0
P10231	Q15427	2047	72	0
P10240	Q15427	2047	35	0
P06930	Q15434	2047	623	1
P06930	Q15544	1714	622	0
P06932	Q15544	1714	455	0
P06921	Q15545	2047	1882	1
P06932	Q15545	1893	455	0
Q15554	Q1HVF7	2047	1980	269
Q15554	Q69140	812	1885	57
P03129	Q15561	2047	324	0
P06428	Q15561	2047	632	1
Q15561	Q81983	0	2047	0
P06428	Q15562	2047	632	1
Q15562	Q81983	0	2047	0
P06929	Q15582	2047	1100	1
P04608	Q15596	2047	2047	0
Q15628	Q1HVB3	274	270	0
O41956	Q15629	1681	86	0
P06423	Q15631	1786	1497	1
Q15631	Q8JSN5	701	2047	0
F5CGQ0	Q15633	2047	184	0
O92551	Q15633	2047	181	0
P03496	Q15633	2047	184	0
P14079	Q15633	2047	106	0
Q0A2H0	Q15633	2047	183	0
Q15633	Q20MD0	183	2047	0
Q15633	Q20MH3	183	2047	0
Q15633	Q2PJP0	185	2047	0
Q15633	Q3SBS4	184	2047	0
Q15633	Q6DP93	188	2047	0
Q15633	Q6QT26	214	2047	0
Q15633	Q6VE52	206	2047	0
Q15637	Q8JSN8	1661	2047	0
O41957	Q15643	1396	136	0
P26669	Q15643	1499	2010	180
P88993	Q15643	1454	28	0
P03114	Q15645	2047	1509	8
P03129	Q15645	2047	758	0
Q15645	Q9WH14	1508	2047	8
P06428	Q15648	1097	632	1
P03431	Q15654	2047	869	0
P10215	Q15654	2047	56	0
P14079	Q15654	2047	61	0
Q15654	Q20MC8	871	2047	0
D2E1L9	Q15661	2047	2047	666
P10204	Q15661	2047	25	0
E7BBT6	Q15678	2047	338	0
P03129	Q15678	2047	324	0
P06429	Q15678	2047	422	0
P06430	Q15678	2047	433	0
P06788	Q15678	2047	479	0
Q15678	Q80908	459	2047	0
Q04360	Q15691	2047	51	0
Q15691	Q1HVH2	50	2047	0
P03126	Q15700	2047	674	1
P06463	Q15700	2047	681	2
P03227	Q15723	2047	150	1
Q15723	Q1HVB8	151	2047	1
Q15768	Q9IH62	161	2047	0
P06477	Q15772	-1	-1	-1
Q15773	Q1HVI8	20	1012	0
P03129	Q15788	2047	324	0
P04608	Q15788	2047	2047	0
P06930	Q15796	2047	1086	1
P36801	Q15796	2047	642	1
P26669	Q15797	2047	325	202
Q15811	Q8JSN8	871	2047	0
A0A220NMU2	Q15831	2047	1409	2
Q15843	Q8JSN5	651	2047	0
Q15904	Q69027	947	1413	2
P03493	Q15906	1836	13	0
P06932	Q15906	1836	455	0
P0DOE7	Q15907	2047	29	0
P03120	Q15910	2047	1337	1
F5CGQ0	Q15942	2047	184	0
O92551	Q15942	2047	181	0
P03203	Q15942	2047	56	0
P06462	Q15942	2047	635	1
Q0A2H0	Q15942	2047	183	0
Q0A2H1	Q15942	2047	78	0
Q15942	Q1HVB8	151	2047	1
Q15942	Q1HVG4	137	2047	28
Q15942	Q20MH3	206	2047	0
Q15942	Q6DP94	66	2047	0
P0DOE7	Q16082	2047	29	0
P03177	Q16206	1581	104	1
P03206	Q16206	1581	24	0
P0C744	Q16206	1583	211	7
Q16206	Q1HVD1	104	1581	1
Q16206	Q1HVG1	15	2047	0
Q16206	Q9E7P0	2047	2047	9
O41958	Q16236	2047	122	0
P04015	Q16236	2047	1355	1
P06422	Q16236	2047	1554	1
P06423	Q16236	2047	1498	2
P06921	Q16236	2047	1535	2
P36778	Q16236	2047	1178	1
P36780	Q16236	2047	1546	1
P36791	Q16236	2047	1165	1
Q16236	Q77UU1	1288	2047	1
P03129	Q16254	2047	758	0
P04608	Q16254	2047	2047	0
A0A288CFT1	Q16342	2047	1618	0
Q16342	Q76R61	1405	2047	3
P14079	Q16352	2047	61	0
P06477	Q16394	2047	162	0
P03126	Q16512	2047	675	2
P06463	Q16512	2047	682	3
P06930	Q16514	1875	623	1
P06932	Q16514	1875	455	0
Q16517	Q8JSN8	871	62	0
Q16531	Q1K9H2	232	2047	0
Q16531	Q69027	947	2047	2
P03129	Q16533	845	324	0
P06429	Q16533	1951	862	0
P03087	Q16538	782	292	0
P59635	Q16548	1495	459	0
P03087	Q16558	667	292	0
P06427	Q16563	1907	653	0
P06788	Q16563	2047	691	0
P36799	Q16563	1908	650	1
A0A288CFT1	Q16576	2047	1618	0
P03129	Q16576	2047	324	0
P06930	Q16584	2047	623	1
P29996	Q16586	1045	574	0
H9XIJ5	Q16587	2047	672	0
Q16587	Q1K9H6	672	2047	0
P06429	Q16589	2047	422	0
P04020	Q16594	1881	324	0
P03126	Q16611	2026	674	1
P03247	Q16611	2047	107	0
P04019	Q16611	2047	1133	0
P06463	Q16611	2047	1138	2
P0C6Z1	Q16611	2047	1299	1
P24356	Q16611	2047	52	0
Q16611	Q77PA8	5	2025	0
Q16611	Q9J5G4	132	2047	96
E7DBL9	Q16621	2047	2047	817
P10230	Q16621	2047	76	0
P03120	Q16629	2047	1337	1
P04015	Q16629	2047	1355	1
P06422	Q16629	2047	1554	1
P06423	Q16629	2047	1498	2
P06921	Q16629	2047	1535	2
P24830	Q16629	2047	1325	1
P36778	Q16629	2047	1178	1
P36780	Q16629	2047	1546	1
P36791	Q16629	2047	1165	1
Q16629	Q77UU1	1288	2047	1
P10212	Q16633	340	273	102
P03120	Q16637	1890	1337	1
Q16637	Q69140	813	1921	56
E7DBL9	Q16649	2047	1015	737
P03129	Q16649	2047	324	0
P0C746	Q16649	2047	17	0
P03431	Q16656	881	869	0
P06429	Q16656	881	422	0
P14079	Q16656	881	61	0
Q16656	Q20MC8	871	881	0
Q16740	Q9WC28	1339	2047	14
P10204	Q16774	2047	25	0
P06428	Q16787	2047	632	1
P06429	Q16787	2047	422	0
Q16787	Q9QLP4	804	2047	0
Q16799	Q9WC28	1338	2047	14
Q16828	Q81870	68	2047	0
P06788	Q16831	2047	244	0
P06932	Q16831	2047	455	0
P29996	Q16853	2047	575	2
P10204	Q16864	1508	25	0
P0C705	Q16891	1596	101	0
P03129	Q17RD7	2047	324	0
A0A669KBL1	Q1HVF7	2047	2047	1006
E7EPE2	Q1HVF7	2047	1929	315
J3KTL2	Q1HVF7	2047	2047	1023
D6REE5	Q1HVG1	13	2047	0
A0A1B0GVY1	Q1HVJ2	18	2047	0
A0A0C7TA99	O75094	2047	32	0
O75095	P06788	244	2047	0
O75095	P36827	248	2047	0
O75113	P24772	45	2047	0
O75132	P06930	623	2047	1
O75150	P03126	1134	2047	2
O75152	Q805H7	37	1447	0
O75177	P06477	60	1412	0
O41954	O75179	2047	143	0
O75179	P88980	55	2047	0
O75190	Q1HVI8	20	2047	1
O75197	P88995	29	2047	0
A5Z256	O75348	2047	700	0
A6YJF2	O75348	2047	78	0
F5CGQ0	O75348	2047	184	0
O75348	P06929	638	2047	1
O75348	Q0A2H0	183	2047	0
O75348	Q0A2H1	78	2047	0
O75348	Q20MH3	183	2047	0
O75348	Q20MH4	79	2047	0
O75348	Q20P38	67	2047	0
O75348	Q2PJP0	185	2047	0
O75348	Q2PJP1	70	2047	0
O75348	Q3SBS4	205	2047	0
O75348	Q3SBS5	111	2047	0
O75348	Q6DP93	188	2047	0
O75348	Q6DP94	66	2047	0
O75348	Q6DPA0	66	2047	0
O75348	Q6VE52	183	2047	0
O75348	R9WKI0	80	2047	0
O75352	P03087	292	2047	0
O75352	P06428	632	2047	1
O75352	Q69027	947	2047	2
O75355	P03087	292	2047	0
O75369	P06788	244	2047	0
O75376	P06429	422	2047	0
O75376	P06465	518	2047	0
O75376	P68466	9	2047	0
O75387	P88995	29	2047	0
O75398	P14357	35	2047	0
H9XIJ5	O75410	2047	672	0
O75410	P03428	672	2047	0
O75410	P03508	104	2047	0
O75410	Q20MC6	679	2047	0
O75410	Q20MD1	76	2047	0
O75427	P29996	581	2047	14
O75444	P0C746	14	2047	0
O75461	P03129	324	2047	0
O75477	P0C6Z1	12	2012	1
O75477	Q49PX0	21	2012	0
O75489	P03433	647	2047	0
O75509	P03087	292	2047	0
O75525	P03496	184	2047	0
O75525	Q20MD0	206	2047	0
O75526	P03129	758	2047	0
O75528	P06930	1086	2047	1
O75531	P04591	2047	1779	0
O75533	P03129	758	2047	0
O75533	Q1HVI8	20	2047	1
O75558	P10224	2047	2047	1023
F5CGQ0	O75569	2047	206	0
O75569	O92551	181	2047	0
O75569	P03485	91	2047	0
O75569	P03496	184	2047	0
O75569	Q0A2H0	183	2047	0
O75569	Q1I2B2	648	2047	0
O75569	Q20MD0	183	2047	0
O75569	Q20MH3	183	2047	0
O75569	Q2PJP0	185	2047	0
O75569	Q6DP93	188	2047	0
O75569	Q6QT26	188	2047	0
O75569	Q6VE52	183	2047	0
O75569	Q9E7P0	2047	2047	16
O75570	P36817	436	2047	0
O75592	P06428	632	2047	1
O75604	P06428	632	2047	1
O75608	P03496	185	2047	1
O75643	Q1HVI8	20	2047	1
O75665	P17367	285	1023	133
A0A288CFT1	O75674	2047	1618	0
O75674	Q88489	2047	2047	17
O75674	Q91NH1	2047	2047	15
A0A288CFT1	O75794	2047	1618	0
O75800	P06464	338	1311	0
O75817	P06932	455	519	0
O75828	P10204	25	2047	0
